stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,updated_on,total_phosphorus
150MLD STP_K&C valley,2023-10-01 06:00:00,7.68,-,2.68,6.37,-,6.81,11.25,-,-,2023100106,
2MLD Ulsoor STP,2023-10-01 07:15:00,7.18,25.80,0.04,0.18,28.80,2.1,3.5,5.76,0.48,2023100107,
CHIKKABANAVARA 5 MLD,2023-10-01 06:45:00,7.37,24.20,0.43,2.80,27.22,4.41,4.43,10.85,3.44,2023100107,
KADUGODI 6 MLD STP,2023-10-01 06:45:00,7.58,27.50,0.30,3.66,44.31,11.39,10.76,38.77,1.50,2023100107,
HORAMAVU 20 MLD,2023-09-27 19:15:00,7.51,28.40,0.88,3.50,49.64,7.38,16.96,4.32,3.52,2023100107,
K AND C VALLEY 60 MLD,2023-10-01 06:45:00,6.76,26.90,0.49,4.40,38.00,8.4,18.18,8.33,4.07,2023100107,
NAGASANDRA 20 MLD,2023-09-28 18:00:00,7.67,27.20,1.01,3.80,43.19,9.12,4.54,6.99,4.09,2023100107,
RAJACANAL 40 MLD,2023-10-01 06:45:00,7.64,26.20,1.10,2.50,34.48,4.07,11.19,8.80,5.28,2023100107,
YELLAMALAPACHETTY 15 MLD,2023-10-01 06:45:00,7.1,26.31,0.53,2.10,32.12,2.47,7.41,5.54,1.07,2023100107,
BELLANDUR 90 MLD,2023-10-01 07:00:00,7.9,26.20,0.51,1.00,27.16,4.9,7.72,5.43,2.86,2023100107,
DODDABELE 20 MLD,2023-10-01 06:45:00,8.05,26.30,0.41,1.10,39.95,6.77,9.82,10.08,4.83,2023100107,
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023100107,
NAGASANDRA OLD 20 MLD,2023-10-01 06:45:00,7.81,25.80,1.37,2.06,524.44,0.0,485.0,0.00,1.15,2023100107,
4MLD Cubbon Park TTP,2023-10-01 07:00:00,7.19,27.90,0.51,4.72,17.31,1.22,0.91,5.02,2.04,2023100107,
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.0,0.0,-,-,2023100107,
Challagatta Valley 218 MLD,2023-06-17 15:27:12,0.0,-,-,-,0.00,0.0,0.0,-,-,2023100107,
KADABEESANAHALLI 50 MLD,2023-09-30 08:45:00,6.0,24.20,0.60,2.51,44.37,8.37,8.34,7.15,3.35,2023100107,
STP Sarakki 5 MLD,2023-07-29 00:15:00,7.85,26.10,3.77,7.54,20.00,6.76,8.3,4.00,-,2023100107,
Kempambudhi STP 1 MLD,2023-06-30 21:30:00,7.17,25.50,0.92,2.86,47.78,6.13,12.03,8.59,2.01,2023100107,
Mailasandra STP 75 MLD,2023-10-01 06:45:00,7.27,17.30,5.89,6.48,50.05,14.82,19.27,15.83,3.08,2023100107,
60 MLD V.Valley TTP,2023-10-01 06:45:00,6.91,25.90,1.35,3.24,20.08,0.95,3.26,4.90,4.07,2023100107,
KR Puram STP 20 MLD,2023-09-24 11:30:00,7.1,26.20,3.19,6.38,147.59,5.94,49.23,20.66,1.65,2023100107,
1.5 MLD Lalbagh TTP,2023-10-01 07:00:00,7.08,24.30,0.26,1.30,17.77,1.32,0.95,0.49,0.37,2023100107,
35MLD Agaram STP,2023-10-01 07:00:00,7.05,25.30,1.12,4.59,28.91,4.93,6.16,6.35,-,2023100107,
Chikka_Bagur_5_MLD_STP,2023-09-28 09:50:00,8.2,26.80,-,-,43.60,6.7,8.0,13.40,-,2023100107,
Yelahanka 10MLD TTP,2023-09-30 23:45:00,7.05,25.20,0.96,5.73,51.90,11.0,5.1,10.38,1.39,2023100107,
40MLD OLD Rajacanal STP,2023-09-29 09:15:00,7.47,25.00,0.16,0.53,25.80,10.4,15.3,6.45,0.78,2023100107,
Hennur 1MLD TTP,2023-09-30 20:30:00,7.74,27.20,0.00,0.00,19.00,1.8,4.9,4.95,7.49,2023100107,
4_MLD_Madiwala_STP,2023-10-01 07:00:00,7.63,25.70,1.26,3.65,34.49,2.28,3.5,8.62,-,2023100107,
150MLD STP_K&C valley,2023-10-01 07:00:00,7.76,-,2.68,6.37,-,9.49,11.19,-,-,2023100107,
2MLD Ulsoor STP,2023-10-01 08:00:00,7.18,25.70,0.04,0.18,29.30,2.1,3.6,5.86,0.28,2023100108,
CHIKKABANAVARA 5 MLD,2023-10-01 07:45:00,7.39,24.20,0.43,2.80,27.23,4.41,4.43,10.90,3.44,2023100108,
KADUGODI 6 MLD STP,2023-10-01 07:45:00,7.71,27.40,0.30,3.71,44.25,11.4,10.67,39.38,1.50,2023100108,
HORAMAVU 20 MLD,2023-09-27 19:15:00,7.51,28.40,0.88,3.50,49.64,7.38,16.96,4.32,3.52,2023100108,
K AND C VALLEY 60 MLD,2023-10-01 07:45:00,6.75,27.00,0.49,4.40,39.07,8.33,19.94,8.22,4.07,2023100108,
NAGASANDRA 20 MLD,2023-09-28 18:00:00,7.67,27.20,1.01,3.80,43.19,9.12,4.54,6.99,4.09,2023100108,
RAJACANAL 40 MLD,2023-10-01 07:45:00,7.63,26.10,1.10,2.50,34.51,4.09,11.16,8.77,5.28,2023100108,
YELLAMALAPACHETTY 15 MLD,2023-10-01 07:45:00,7.1,26.30,0.53,2.10,32.75,2.48,7.41,5.55,1.11,2023100108,
BELLANDUR 90 MLD,2023-10-01 07:45:00,7.9,26.20,0.51,1.00,27.15,4.9,7.67,5.43,2.86,2023100108,
DODDABELE 20 MLD,2023-10-01 07:45:00,8.08,26.20,0.42,1.10,39.72,6.75,9.29,9.96,4.85,2023100108,
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023100108,
NAGASANDRA OLD 20 MLD,2023-10-01 07:45:00,7.83,25.80,1.31,1.96,436.37,0.0,429.53,0.00,1.15,2023100108,
4MLD Cubbon Park TTP,2023-10-01 08:00:00,7.18,27.90,0.51,4.73,17.33,1.23,0.93,5.02,2.04,2023100108,
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.0,0.0,-,-,2023100108,
Challagatta Valley 218 MLD,2023-06-17 15:27:12,0.0,-,-,-,0.00,0.0,0.0,-,-,2023100108,
KADABEESANAHALLI 50 MLD,2023-09-30 08:45:00,6.0,24.20,0.60,2.51,44.37,8.37,8.34,7.15,3.35,2023100108,
STP Sarakki 5 MLD,2023-07-29 00:15:00,7.85,26.10,3.77,7.54,20.00,6.76,8.3,4.00,-,2023100108,
Kempambudhi STP 1 MLD,2023-06-30 21:30:00,7.17,25.50,0.92,2.86,47.78,6.13,12.03,8.59,2.01,2023100108,
Mailasandra STP 75 MLD,2023-10-01 07:45:00,7.28,17.10,6.19,6.81,50.12,14.75,19.29,15.95,1.58,2023100108,
60 MLD V.Valley TTP,2023-10-01 07:45:00,6.91,25.90,1.36,3.26,20.07,0.95,3.25,4.91,3.99,2023100108,
KR Puram STP 20 MLD,2023-09-24 11:30:00,7.1,26.20,3.19,6.38,147.59,5.94,49.23,20.66,1.65,2023100108,
1.5 MLD Lalbagh TTP,2023-10-01 07:45:00,7.09,24.40,0.26,1.30,17.77,1.32,0.95,0.58,0.40,2023100108,
35MLD Agaram STP,2023-10-01 08:00:00,7.12,25.30,1.07,4.39,29.19,4.98,5.89,6.41,-,2023100108,
Chikka_Bagur_5_MLD_STP,2023-09-28 09:50:00,8.2,26.80,-,-,43.60,6.7,8.0,13.40,-,2023100108,
Yelahanka 10MLD TTP,2023-09-30 23:45:00,7.05,25.20,0.96,5.73,51.90,11.0,5.1,10.38,1.39,2023100108,
40MLD OLD Rajacanal STP,2023-09-29 09:15:00,7.47,25.00,0.16,0.53,25.80,10.4,15.3,6.45,0.78,2023100108,
Hennur 1MLD TTP,2023-09-30 20:30:00,7.74,27.20,0.00,0.00,19.00,1.8,4.9,4.95,7.49,2023100108,
4_MLD_Madiwala_STP,2023-10-01 08:00:00,7.63,25.60,1.26,3.65,34.49,2.36,3.51,8.62,-,2023100108,
150MLD STP_K&C valley,2023-10-01 07:55:00,7.74,-,2.68,6.35,-,8.74,11.12,-,-,2023100108,
2MLD Ulsoor STP,2023-10-01 09:15:00,7.31,26.90,0.03,0.13,29.20,2.1,3.6,5.84,5.03,2023100109,
CHIKKABANAVARA 5 MLD,2023-10-01 08:45:00,7.41,24.20,0.43,2.80,27.19,4.42,4.42,10.86,3.44,2023100109,
KADUGODI 6 MLD STP,2023-10-01 08:45:00,7.69,27.50,0.30,3.71,44.35,11.39,10.94,38.16,1.50,2023100109,
HORAMAVU 20 MLD,2023-09-27 19:15:00,7.51,28.40,0.88,3.50,49.64,7.38,16.96,4.32,3.52,2023100109,
K AND C VALLEY 60 MLD,2023-10-01 08:45:00,6.74,27.00,0.49,4.30,38.39,8.28,19.01,8.02,4.07,2023100109,
NAGASANDRA 20 MLD,2023-09-28 18:00:00,7.67,27.20,1.01,3.80,43.19,9.12,4.54,6.99,4.09,2023100109,
RAJACANAL 40 MLD,2023-10-01 08:45:00,7.62,26.20,1.10,2.50,34.55,4.07,11.26,8.78,5.28,2023100109,
YELLAMALAPACHETTY 15 MLD,2023-10-01 08:45:00,7.1,26.31,0.53,2.10,30.18,2.44,7.38,5.54,1.19,2023100109,
BELLANDUR 90 MLD,2023-10-01 09:00:00,7.9,26.30,0.51,1.00,27.14,4.95,7.51,5.43,2.86,2023100109,
DODDABELE 20 MLD,2023-10-01 08:45:00,8.09,26.20,0.42,1.10,40.46,6.76,10.53,9.95,4.85,2023100109,
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023100109,
NAGASANDRA OLD 20 MLD,2023-10-01 08:45:00,7.84,25.70,1.36,2.04,445.85,0.0,430.92,0.00,1.12,2023100109,
4MLD Cubbon Park TTP,2023-10-01 09:00:00,7.18,27.90,0.51,4.73,17.32,1.23,0.92,5.02,2.04,2023100109,
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.0,0.0,-,-,2023100109,
Challagatta Valley 218 MLD,2023-06-17 15:27:12,0.0,-,-,-,0.00,0.0,0.0,-,-,2023100109,
KADABEESANAHALLI 50 MLD,2023-09-30 08:45:00,6.0,24.20,0.60,2.51,44.37,8.37,8.34,7.15,3.35,2023100109,
STP Sarakki 5 MLD,2023-07-29 00:15:00,7.85,26.10,3.77,7.54,20.00,6.76,8.3,4.00,-,2023100109,
Kempambudhi STP 1 MLD,2023-06-30 21:30:00,7.17,25.50,0.92,2.86,47.78,6.13,12.03,8.59,2.01,2023100109,
Mailasandra STP 75 MLD,2023-10-01 08:45:00,7.31,17.40,6.74,7.41,50.05,14.67,18.96,14.47,1.58,2023100109,
60 MLD V.Valley TTP,2023-10-01 08:30:00,6.91,25.90,1.36,3.26,20.08,0.94,3.25,4.91,3.94,2023100109,
KR Puram STP 20 MLD,2023-09-24 11:30:00,7.1,26.20,3.19,6.38,147.59,5.94,49.23,20.66,1.65,2023100109,
1.5 MLD Lalbagh TTP,2023-10-01 08:45:00,7.09,24.60,0.26,1.30,17.77,1.32,0.95,0.51,0.33,2023100109,
35MLD Agaram STP,2023-10-01 09:00:00,7.11,25.30,1.03,4.22,29.15,4.98,5.66,6.40,-,2023100109,
Chikka_Bagur_5_MLD_STP,2023-09-28 09:50:00,8.2,26.80,-,-,43.60,6.7,8.0,13.40,-,2023100109,
Yelahanka 10MLD TTP,2023-09-30 23:45:00,7.05,25.20,0.96,5.73,51.90,11.0,5.1,10.38,1.39,2023100109,
40MLD OLD Rajacanal STP,2023-09-29 09:15:00,7.47,25.00,0.16,0.53,25.80,10.4,15.3,6.45,0.78,2023100109,
Hennur 1MLD TTP,2023-09-30 20:30:00,7.74,27.20,0.00,0.00,19.00,1.8,4.9,4.95,7.49,2023100109,
4_MLD_Madiwala_STP,2023-10-01 09:00:00,7.63,25.60,1.27,3.68,34.49,2.26,3.5,8.62,-,2023100109,
150MLD STP_K&C valley,2023-10-01 09:00:00,7.77,-,2.69,6.36,-,6.62,11.12,-,-,2023100109,
2MLD Ulsoor STP,2023-10-01 10:15:00,7.3,26.80,0.04,0.18,29.20,2.1,3.6,5.84,4.13,2023100110,
CHIKKABANAVARA 5 MLD,2023-10-01 09:45:00,7.4,24.20,0.43,2.80,27.20,4.44,4.42,11.18,3.44,2023100110,
KADUGODI 6 MLD STP,2023-10-01 09:45:00,7.58,27.60,0.30,3.69,44.31,11.39,10.96,38.45,1.50,2023100110,
HORAMAVU 20 MLD,2023-09-27 19:15:00,7.51,28.40,0.88,3.50,49.64,7.38,16.96,4.32,3.52,2023100110,
K AND C VALLEY 60 MLD,2023-10-01 09:45:00,6.71,27.10,0.50,4.30,35.10,8.56,14.44,8.75,4.15,2023100110,
NAGASANDRA 20 MLD,2023-09-28 18:00:00,7.67,27.20,1.01,3.80,43.19,9.12,4.54,6.99,4.09,2023100110,
RAJACANAL 40 MLD,2023-10-01 09:45:00,7.63,26.30,1.11,2.50,34.55,4.09,11.2,8.79,5.33,2023100110,
YELLAMALAPACHETTY 15 MLD,2023-10-01 09:45:00,7.13,26.42,0.53,2.11,32.58,2.45,7.43,5.54,1.10,2023100110,
BELLANDUR 90 MLD,2023-10-01 09:45:00,7.9,26.40,0.51,1.00,27.32,4.85,9.35,5.46,2.86,2023100110,
DODDABELE 20 MLD,2023-10-01 09:45:00,8.03,26.30,0.41,1.10,40.74,6.74,10.96,9.91,4.82,2023100110,
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023100110,
NAGASANDRA OLD 20 MLD,2023-10-01 09:45:00,7.88,25.80,1.26,1.89,448.44,0.0,433.76,0.00,1.11,2023100110,
4MLD Cubbon Park TTP,2023-10-01 10:00:00,7.16,27.90,0.51,4.72,17.30,1.22,0.91,5.02,2.04,2023100110,
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.0,0.0,-,-,2023100110,
Challagatta Valley 218 MLD,2023-06-17 15:27:12,0.0,-,-,-,0.00,0.0,0.0,-,-,2023100110,
KADABEESANAHALLI 50 MLD,2023-09-30 08:45:00,6.0,24.20,0.60,2.51,44.37,8.37,8.34,7.15,3.35,2023100110,
STP Sarakki 5 MLD,2023-07-29 00:15:00,7.85,26.10,3.77,7.54,20.00,6.76,8.3,4.00,-,2023100110,
Kempambudhi STP 1 MLD,2023-06-30 21:30:00,7.17,25.50,0.92,2.86,47.78,6.13,12.03,8.59,2.01,2023100110,
Mailasandra STP 75 MLD,2023-10-01 09:45:00,7.3,17.60,6.89,7.58,50.04,14.93,19.16,14.46,1.60,2023100110,
60 MLD V.Valley TTP,2023-10-01 09:45:00,6.91,25.90,1.30,3.12,20.09,0.93,3.25,4.93,4.11,2023100110,
KR Puram STP 20 MLD,2023-09-24 11:30:00,7.1,26.20,3.19,6.38,147.59,5.94,49.23,20.66,1.65,2023100110,
1.5 MLD Lalbagh TTP,2023-10-01 09:45:00,7.09,25.00,0.25,1.27,17.77,1.32,0.95,0.36,0.22,2023100110,
35MLD Agaram STP,2023-10-01 10:00:00,7.11,25.20,1.03,4.22,29.15,4.98,5.66,6.40,-,2023100110,
Chikka_Bagur_5_MLD_STP,2023-09-28 09:50:00,8.2,26.80,-,-,43.60,6.7,8.0,13.40,-,2023100110,
Yelahanka 10MLD TTP,2023-10-01 10:30:00,7.05,25.10,0.91,5.52,51.60,10.9,5.0,10.34,1.39,2023100110,
40MLD OLD Rajacanal STP,2023-09-29 09:15:00,7.47,25.00,0.16,0.53,25.80,10.4,15.3,6.45,0.78,2023100110,
Hennur 1MLD TTP,2023-09-30 20:30:00,7.74,27.20,0.00,0.00,19.00,1.8,4.9,4.95,7.49,2023100110,
4_MLD_Madiwala_STP,2023-10-01 10:00:00,7.63,25.60,1.26,3.65,34.50,2.26,3.51,8.62,-,2023100110,
150MLD STP_K&C valley,2023-10-01 10:00:00,7.73,-,2.68,6.36,-,7.49,11.12,-,-,2023100110,
2MLD Ulsoor STP,2023-10-01 11:15:00,7.3,26.60,0.04,0.18,29.20,2.1,3.6,5.84,4.00,2023100111,
CHIKKABANAVARA 5 MLD,2023-10-01 10:45:00,7.4,24.30,0.44,2.80,27.27,4.45,4.44,11.23,3.52,2023100111,
KADUGODI 6 MLD STP,2023-10-01 10:45:00,7.67,27.30,0.30,3.72,44.31,11.39,10.89,38.15,1.50,2023100111,
HORAMAVU 20 MLD,2023-09-27 19:15:00,7.51,28.40,0.88,3.50,49.64,7.38,16.96,4.32,3.52,2023100111,
K AND C VALLEY 60 MLD,2023-10-01 10:45:00,6.72,27.20,0.50,4.40,37.54,8.43,17.67,8.46,4.15,2023100111,
NAGASANDRA 20 MLD,2023-09-28 18:00:00,7.67,27.20,1.01,3.80,43.19,9.12,4.54,6.99,4.09,2023100111,
RAJACANAL 40 MLD,2023-10-01 10:45:00,7.62,26.40,1.11,2.50,34.58,4.09,11.31,8.79,5.33,2023100111,
YELLAMALAPACHETTY 15 MLD,2023-10-01 10:45:00,7.24,26.80,0.54,2.14,32.35,2.47,7.4,5.56,1.20,2023100111,
BELLANDUR 90 MLD,2023-10-01 11:00:00,7.89,26.60,0.52,1.00,27.19,4.95,7.87,5.44,2.91,2023100111,
DODDABELE 20 MLD,2023-10-01 10:45:00,8.01,26.60,0.41,1.10,40.55,6.77,10.62,9.95,4.81,2023100111,
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023100111,
NAGASANDRA OLD 20 MLD,2023-10-01 10:45:00,7.88,26.10,1.28,1.92,436.64,0.0,417.45,0.00,1.11,2023100111,
4MLD Cubbon Park TTP,2023-10-01 11:00:00,7.16,27.90,0.51,4.72,17.32,1.22,0.92,5.02,2.04,2023100111,
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.0,0.0,-,-,2023100111,
Challagatta Valley 218 MLD,2023-06-17 15:27:12,0.0,-,-,-,0.00,0.0,0.0,-,-,2023100111,
KADABEESANAHALLI 50 MLD,2023-09-30 08:45:00,6.0,24.20,0.60,2.51,44.37,8.37,8.34,7.15,3.35,2023100111,
STP Sarakki 5 MLD,2023-07-29 00:15:00,7.85,26.10,3.77,7.54,20.00,6.76,8.3,4.00,-,2023100111,
Kempambudhi STP 1 MLD,2023-06-30 21:30:00,7.17,25.50,0.92,2.86,47.78,6.13,12.03,8.59,2.01,2023100111,
Mailasandra STP 75 MLD,2023-10-01 10:45:00,7.31,17.80,7.16,7.88,50.23,15.18,19.19,14.11,1.58,2023100111,
60 MLD V.Valley TTP,2023-10-01 10:30:00,6.9,25.90,1.31,3.14,20.09,0.93,3.26,4.91,4.26,2023100111,
KR Puram STP 20 MLD,2023-09-24 11:30:00,7.1,26.20,3.19,6.38,147.59,5.94,49.23,20.66,1.65,2023100111,
1.5 MLD Lalbagh TTP,2023-10-01 10:45:00,7.08,26.00,0.23,1.17,17.76,1.32,0.95,0.23,0.15,2023100111,
35MLD Agaram STP,2023-10-01 11:00:00,7.24,25.40,0.99,4.06,29.68,5.07,5.45,6.52,-,2023100111,
Chikka_Bagur_5_MLD_STP,2023-09-28 09:50:00,8.2,26.80,-,-,43.60,6.7,8.0,13.40,-,2023100111,
Yelahanka 10MLD TTP,2023-10-01 11:30:00,7.05,25.10,0.92,5.52,51.60,11.2,5.3,10.32,1.39,2023100111,
40MLD OLD Rajacanal STP,2023-09-29 09:15:00,7.47,25.00,0.16,0.53,25.80,10.4,15.3,6.45,0.78,2023100111,
Hennur 1MLD TTP,2023-09-30 20:30:00,7.74,27.20,0.00,0.00,19.00,1.8,4.9,4.95,7.49,2023100111,
4_MLD_Madiwala_STP,2023-10-01 11:00:00,7.63,25.70,1.26,3.65,34.50,2.33,3.51,8.62,-,2023100111,
150MLD STP_K&C valley,2023-10-01 11:00:00,7.71,-,2.68,6.35,-,9.49,11.19,-,-,2023100111,
2MLD Ulsoor STP,2023-10-01 12:00:00,7.3,26.60,0.04,0.18,29.20,2.1,3.6,5.84,3.92,2023100112,
CHIKKABANAVARA 5 MLD,2023-10-01 11:45:00,7.43,24.60,0.45,2.80,27.22,4.44,4.43,11.18,3.60,2023100112,
KADUGODI 6 MLD STP,2023-10-01 11:45:00,7.63,27.50,0.30,3.72,44.28,11.39,10.83,38.41,1.50,2023100112,
HORAMAVU 20 MLD,2023-09-27 19:15:00,7.51,28.40,0.88,3.50,49.64,7.38,16.96,4.32,3.52,2023100112,
K AND C VALLEY 60 MLD,2023-10-01 11:45:00,6.74,27.40,0.51,4.40,36.79,8.51,16.55,8.33,4.23,2023100112,
NAGASANDRA 20 MLD,2023-09-28 18:00:00,7.67,27.20,1.01,3.80,43.19,9.12,4.54,6.99,4.09,2023100112,
RAJACANAL 40 MLD,2023-10-01 11:45:00,7.61,26.60,1.12,2.50,34.52,4.11,11.15,8.81,5.38,2023100112,
YELLAMALAPACHETTY 15 MLD,2023-10-01 11:45:00,7.2,26.65,0.53,2.13,33.61,2.48,7.46,5.57,1.13,2023100112,
BELLANDUR 90 MLD,2023-10-01 12:00:00,7.88,26.80,0.53,1.00,27.20,4.9,8.26,5.44,2.97,2023100112,
DODDABELE 20 MLD,2023-10-01 11:45:00,8.02,26.70,0.41,1.10,40.73,6.77,10.87,9.98,4.81,2023100112,
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023100112,
NAGASANDRA OLD 20 MLD,2023-10-01 11:45:00,7.87,26.30,1.30,1.95,320.16,0.0,287.97,0.00,1.05,2023100112,
4MLD Cubbon Park TTP,2023-10-01 12:00:00,7.16,27.90,0.51,4.72,17.31,1.22,0.92,5.02,2.04,2023100112,
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.0,0.0,-,-,2023100112,
Challagatta Valley 218 MLD,2023-06-17 15:27:12,0.0,-,-,-,0.00,0.0,0.0,-,-,2023100112,
KADABEESANAHALLI 50 MLD,2023-09-30 08:45:00,6.0,24.20,0.60,2.51,44.37,8.37,8.34,7.15,3.35,2023100112,
STP Sarakki 5 MLD,2023-07-29 00:15:00,7.85,26.10,3.77,7.54,20.00,6.76,8.3,4.00,-,2023100112,
Kempambudhi STP 1 MLD,2023-06-30 21:30:00,7.17,25.50,0.92,2.86,47.78,6.13,12.03,8.59,2.01,2023100112,
Mailasandra STP 75 MLD,2023-10-01 11:45:00,7.35,18.60,7.41,8.15,49.96,14.52,19.06,14.52,1.59,2023100112,
60 MLD V.Valley TTP,2023-10-01 11:45:00,6.9,26.00,1.29,3.10,20.11,0.94,3.27,4.99,4.55,2023100112,
KR Puram STP 20 MLD,2023-09-24 11:30:00,7.1,26.20,3.19,6.38,147.59,5.94,49.23,20.66,1.65,2023100112,
1.5 MLD Lalbagh TTP,2023-10-01 12:00:00,7.07,27.50,0.21,1.12,17.76,1.32,0.95,0.13,0.02,2023100112,
35MLD Agaram STP,2023-10-01 12:00:00,7.1,25.30,0.99,4.06,29.11,4.97,5.45,6.39,-,2023100112,
Chikka_Bagur_5_MLD_STP,2023-09-28 09:50:00,8.2,26.80,-,-,43.60,6.7,8.0,13.40,-,2023100112,
Yelahanka 10MLD TTP,2023-10-01 12:30:00,7.05,25.10,0.93,5.49,51.60,11.1,5.3,10.34,1.39,2023100112,
40MLD OLD Rajacanal STP,2023-09-29 09:15:00,7.47,25.00,0.16,0.53,25.80,10.4,15.3,6.45,0.78,2023100112,
Hennur 1MLD TTP,2023-09-30 20:30:00,7.74,27.20,0.00,0.00,19.00,1.8,4.9,4.95,7.49,2023100112,
4_MLD_Madiwala_STP,2023-10-01 12:00:00,7.63,25.60,1.26,3.65,34.49,2.3,3.5,8.62,-,2023100112,
150MLD STP_K&C valley,2023-10-01 12:00:00,7.74,-,2.68,6.37,-,7.62,11.19,-,-,2023100112,
2MLD Ulsoor STP,2023-10-01 13:00:00,7.31,26.50,0.04,0.18,29.10,2.1,3.5,5.82,3.98,2023100113,
CHIKKABANAVARA 5 MLD,2023-10-01 12:45:00,7.43,24.60,0.45,2.80,27.19,4.42,4.42,10.89,3.60,2023100113,
KADUGODI 6 MLD STP,2023-10-01 12:45:00,7.66,27.60,0.30,3.82,44.39,11.38,11.09,38.73,1.50,2023100113,
HORAMAVU 20 MLD,2023-09-27 19:15:00,7.51,28.40,0.88,3.50,49.64,7.38,16.96,4.32,3.52,2023100113,
K AND C VALLEY 60 MLD,2023-10-01 12:45:00,6.75,27.50,0.51,4.40,38.54,8.43,18.53,8.21,4.23,2023100113,
NAGASANDRA 20 MLD,2023-09-28 18:00:00,7.67,27.20,1.01,3.80,43.19,9.12,4.54,6.99,4.09,2023100113,
RAJACANAL 40 MLD,2023-10-01 12:45:00,7.65,26.80,1.14,2.50,34.55,4.09,11.25,8.77,5.47,2023100113,
YELLAMALAPACHETTY 15 MLD,2023-10-01 12:45:00,7.24,26.83,0.54,2.15,66.13,2.64,8.18,5.63,1.49,2023100113,
BELLANDUR 90 MLD,2023-10-01 13:00:00,7.88,27.10,0.55,1.00,27.21,4.89,8.25,5.44,3.08,2023100113,
DODDABELE 20 MLD,2023-10-01 12:45:00,8.02,26.80,0.41,1.10,40.90,6.76,11.1,9.95,4.81,2023100113,
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023100113,
NAGASANDRA OLD 20 MLD,2023-10-01 12:45:00,7.9,26.50,1.26,1.89,376.28,0.0,349.49,0.00,1.10,2023100113,
4MLD Cubbon Park TTP,2023-10-01 13:00:00,7.16,28.00,0.51,4.73,17.32,1.23,0.92,5.02,2.04,2023100113,
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.0,0.0,-,-,2023100113,
Challagatta Valley 218 MLD,2023-06-17 15:27:12,0.0,-,-,-,0.00,0.0,0.0,-,-,2023100113,
KADABEESANAHALLI 50 MLD,2023-09-30 08:45:00,6.0,24.20,0.60,2.51,44.37,8.37,8.34,7.15,3.35,2023100113,
STP Sarakki 5 MLD,2023-07-29 00:15:00,7.85,26.10,3.77,7.54,20.00,6.76,8.3,4.00,-,2023100113,
Kempambudhi STP 1 MLD,2023-06-30 21:30:00,7.17,25.50,0.92,2.86,47.78,6.13,12.03,8.59,2.01,2023100113,
Mailasandra STP 75 MLD,2023-10-01 12:45:00,7.35,19.20,7.96,8.76,49.37,13.81,19.01,14.08,1.56,2023100113,
60 MLD V.Valley TTP,2023-10-01 12:45:00,6.89,26.10,1.30,3.12,20.11,0.92,3.28,4.96,4.77,2023100113,
KR Puram STP 20 MLD,2023-09-24 11:30:00,7.1,26.20,3.19,6.38,147.59,5.94,49.23,20.66,1.65,2023100113,
1.5 MLD Lalbagh TTP,2023-10-01 12:45:00,7.06,28.50,0.21,1.05,17.76,1.32,0.94,0.01,0.00,2023100113,
35MLD Agaram STP,2023-10-01 13:00:00,7.07,25.40,1.05,4.30,28.99,4.95,5.77,6.36,-,2023100113,
Chikka_Bagur_5_MLD_STP,2023-09-28 09:50:00,8.2,26.80,-,-,43.60,6.7,8.0,13.40,-,2023100113,
Yelahanka 10MLD TTP,2023-10-01 13:30:00,7.05,25.10,0.93,5.64,51.60,11.1,5.3,10.34,1.39,2023100113,
40MLD OLD Rajacanal STP,2023-09-29 09:15:00,7.47,25.00,0.16,0.53,25.80,10.4,15.3,6.45,0.78,2023100113,
Hennur 1MLD TTP,2023-09-30 20:30:00,7.74,27.20,0.00,0.00,19.00,1.8,4.9,4.95,7.49,2023100113,
