stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,total_phosphorus,updated_on
Hennur 1MLD TTP,2023-10-31 20:45:00,7.39,27.80,1.60,2.40,20.00,2.2,5.0,5.00,4.00,0.32,2023110107
4_MLD_Madiwala_STP,2023-10-30 09:45:00,7.72,24.70,0.51,1.48,34.70,2.21,3.85,8.68,-,-,2023110107
150MLD STP_K&C valley,2023-11-01 05:05:00,7.87,-,2.13,5.28,-,282.38,31.0,-,-,0.70,2023110107
2MLD Ulsoor STP,2023-11-01 07:30:00,7.05,27.50,0.49,1.23,120.31,9.5,17.89,5.64,15.83,-,2023110108
CHIKKABANAVARA 5 MLD,2023-11-01 04:45:00,7.65,24.50,0.41,3.40,31.95,4.76,5.45,11.43,3.28,-,2023110108
KADUGODI 6 MLD STP,2023-11-01 07:45:00,7.65,27.50,0.80,4.07,48.15,10.8,30.47,35.96,4.00,-,2023110108
HORAMAVU 20 MLD,2023-10-27 08:00:00,7.45,28.00,0.72,4.50,55.24,4.46,22.45,0.00,2.88,-,2023110108
K AND C VALLEY 60 MLD,2023-11-01 07:45:00,6.75,27.40,0.61,4.00,26.34,8.28,6.59,8.44,5.06,-,2023110108
NAGASANDRA 20 MLD,2023-11-01 07:45:00,7.77,25.90,0.97,3.88,52.94,16.14,7.45,10.66,3.87,-,2023110108
RAJACANAL 40 MLD,2023-11-01 07:45:00,7.59,27.00,0.90,4.00,30.94,3.66,8.24,8.07,4.32,-,2023110108
YELLAMALAPACHETTY 15 MLD,2023-11-01 07:45:00,7.43,27.50,0.55,2.20,94.24,1.37,8.69,5.47,6.92,-,2023110108
BELLANDUR 90 MLD,2023-11-01 07:45:00,7.81,27.00,0.55,1.60,27.03,4.71,7.02,5.41,3.08,-,2023110108
DODDABELE 20 MLD,2023-11-01 07:45:00,7.25,26.60,0.69,3.50,37.15,6.33,5.92,10.52,4.35,-,2023110108
NAGASANDRA OLD 20 MLD,2023-11-01 07:45:00,7.93,20.40,0.60,0.90,431.26,0.0,357.56,0.00,4.33,-,2023110108
4MLD Cubbon Park TTP,2023-11-01 08:00:00,7.22,28.50,0.49,4.72,17.29,1.22,0.9,5.01,1.96,-,2023110108
KADABEESANAHALLI 50 MLD,2023-11-01 08:00:00,-,-,0.82,3.68,46.69,8.18,10.25,5.81,3.27,-,2023110108
STP Sarakki 5 MLD,2023-11-01 07:45:00,7.87,27.60,3.21,6.42,19.07,5.28,6.1,3.81,-,-,2023110108
Mailasandra STP 75 MLD,2023-11-01 08:00:00,7.60,22.60,7.27,13.08,45.43,8.17,19.01,13.62,1.56,-,2023110108
60 MLD V.Valley TTP,2023-10-26 00:00:00,6.73,26.10,2.17,5.21,20.29,1.41,3.27,5.00,8.04,-,2023110108
KR Puram STP 20 MLD,2023-10-31 15:30:00,6.99,26.00,1.95,3.90,95.17,6.67,29.31,13.32,1.98,-,2023110108
1.5 MLD Lalbagh TTP,2023-11-01 08:00:00,7.44,22.30,1.11,5.93,18.42,1.58,1.42,-1.44,-1.36,-,2023110108
35MLD Agaram STP,2023-11-01 08:00:00,7.10,25.90,1.39,5.70,29.11,4.97,7.64,6.39,-,-,2023110108
Chikka_Bagur_5_MLD_STP,2023-10-27 13:27:00,7.65,27.80,-,-,41.80,5.9,6.8,11.80,-,-,2023110108
Yelahanka 10MLD TTP,2023-11-01 08:00:00,7.15,25.30,1.84,11.16,44.70,10.6,6.9,8.94,3.13,0.21,2023110108
40MLD OLD Rajacanal STP,2023-11-01 08:00:00,7.56,24.80,1.47,4.85,25.60,6.5,7.4,6.40,5.14,0.74,2023110108
Hennur 1MLD TTP,2023-11-01 08:00:00,7.35,27.80,1.41,2.12,19.90,2.1,4.9,4.99,4.13,0.28,2023110108
4_MLD_Madiwala_STP,2023-10-30 09:45:00,7.72,24.70,0.51,1.48,34.70,2.21,3.85,8.68,-,-,2023110108
150MLD STP_K&C valley,2023-11-01 05:05:00,7.87,-,2.13,5.28,-,282.38,31.0,-,-,0.70,2023110108
2MLD Ulsoor STP,2023-11-01 08:15:00,7.04,27.30,0.52,1.30,112.94,8.92,16.79,5.63,14.86,-,2023110109
CHIKKABANAVARA 5 MLD,2023-11-01 08:45:00,7.64,24.20,0.41,3.40,32.56,4.8,5.59,11.34,3.28,-,2023110109
KADUGODI 6 MLD STP,2023-11-01 08:45:00,7.65,27.60,0.80,4.09,47.76,10.85,29.18,36.75,4.00,-,2023110109
HORAMAVU 20 MLD,2023-10-27 08:00:00,7.45,28.00,0.72,4.50,55.24,4.46,22.45,0.00,2.88,-,2023110109
K AND C VALLEY 60 MLD,2023-11-01 08:45:00,6.75,27.50,0.60,4.00,26.30,8.29,6.6,8.52,4.98,-,2023110109
NAGASANDRA 20 MLD,2023-11-01 08:45:00,7.77,25.90,0.96,3.84,55.37,15.57,8.24,10.02,3.88,-,2023110109
RAJACANAL 40 MLD,2023-11-01 08:45:00,7.60,27.10,0.91,4.00,30.96,3.65,8.24,8.08,4.37,-,2023110109
YELLAMALAPACHETTY 15 MLD,2023-11-01 08:45:00,7.37,27.31,0.55,2.18,86.80,1.46,8.38,5.46,1.49,-,2023110109
BELLANDUR 90 MLD,2023-11-01 08:45:00,7.82,27.10,0.54,1.60,27.01,4.71,6.79,5.40,3.02,-,2023110109
DODDABELE 20 MLD,2023-11-01 08:45:00,7.23,26.70,0.69,3.50,36.96,6.33,5.44,10.45,4.34,-,2023110109
NAGASANDRA OLD 20 MLD,2023-11-01 08:45:00,7.41,24.20,2.54,3.81,515.53,0.0,420.92,0.00,1.95,-,2023110109
4MLD Cubbon Park TTP,2023-11-01 08:15:00,7.20,28.50,0.49,4.72,17.30,1.22,0.91,5.02,1.96,-,2023110109
KADABEESANAHALLI 50 MLD,2023-11-01 09:00:00,-,-,0.82,3.69,46.39,8.2,10.14,6.02,3.28,-,2023110109
STP Sarakki 5 MLD,2023-11-01 08:45:00,7.95,27.40,3.33,6.66,19.01,5.19,5.88,3.80,-,-,2023110109
Mailasandra STP 75 MLD,2023-11-01 09:00:00,7.63,23.00,7.24,13.03,45.25,7.89,18.97,13.57,1.89,-,2023110109
60 MLD V.Valley TTP,2023-10-26 00:00:00,6.73,26.10,2.17,5.21,20.29,1.41,3.27,5.00,8.04,-,2023110109
KR Puram STP 20 MLD,2023-10-31 15:30:00,6.99,26.00,1.95,3.90,95.17,6.67,29.31,13.32,1.98,-,2023110109
1.5 MLD Lalbagh TTP,2023-11-01 09:00:00,7.43,23.00,0.83,4.75,18.42,1.58,1.42,-1.57,0.32,-,2023110109
35MLD Agaram STP,2023-11-01 09:00:00,7.12,26.10,1.37,5.62,29.19,4.98,7.53,6.41,-,-,2023110109
Chikka_Bagur_5_MLD_STP,2023-10-27 13:27:00,7.65,27.80,-,-,41.80,5.9,6.8,11.80,-,-,2023110109
Yelahanka 10MLD TTP,2023-11-01 09:00:00,7.15,25.20,1.76,10.80,44.50,10.6,6.9,8.90,3.13,0.21,2023110109
40MLD OLD Rajacanal STP,2023-11-01 09:00:00,7.60,24.90,1.47,4.85,25.60,6.5,7.4,6.40,5.14,0.74,2023110109
Hennur 1MLD TTP,2023-11-01 09:00:00,7.33,27.80,1.29,1.93,19.90,2.1,4.9,4.99,4.11,0.26,2023110109
4_MLD_Madiwala_STP,2023-10-30 09:45:00,7.72,24.70,0.51,1.48,34.70,2.21,3.85,8.68,-,-,2023110109
150MLD STP_K&C valley,2023-11-01 05:05:00,7.87,-,2.13,5.28,-,282.38,31.0,-,-,0.70,2023110109
2MLD Ulsoor STP,2023-11-01 09:45:00,7.12,27.30,0.57,1.42,124.18,9.8,18.46,5.70,16.34,-,2023110110
CHIKKABANAVARA 5 MLD,2023-11-01 09:45:00,7.62,24.20,0.41,3.50,32.40,4.85,5.55,11.43,3.28,-,2023110110
KADUGODI 6 MLD STP,2023-11-01 09:45:00,7.63,27.50,0.80,4.14,48.17,10.8,31.0,36.58,4.00,-,2023110110
HORAMAVU 20 MLD,2023-10-27 08:00:00,7.45,28.00,0.72,4.50,55.24,4.46,22.45,0.00,2.88,-,2023110110
K AND C VALLEY 60 MLD,2023-11-01 09:45:00,6.74,27.70,0.60,3.90,26.41,8.3,6.93,8.58,4.98,-,2023110110
NAGASANDRA 20 MLD,2023-11-01 09:45:00,7.78,26.30,0.99,3.96,56.15,15.13,8.63,9.71,3.91,-,2023110110
RAJACANAL 40 MLD,2023-11-01 09:45:00,7.61,27.20,0.92,4.00,30.89,3.66,8.21,8.08,4.42,-,2023110110
YELLAMALAPACHETTY 15 MLD,2023-11-01 09:45:00,7.41,27.46,0.55,2.20,78.31,1.51,8.07,5.50,1.18,-,2023110110
BELLANDUR 90 MLD,2023-11-01 10:00:00,7.81,27.30,0.55,1.60,27.02,4.7,6.87,5.40,3.08,-,2023110110
DODDABELE 20 MLD,2023-11-01 09:45:00,7.25,26.70,0.67,3.60,37.06,6.32,5.59,10.46,4.35,-,2023110110
NAGASANDRA OLD 20 MLD,2023-11-01 09:45:00,7.40,24.40,2.45,3.68,487.22,0.0,403.1,0.00,1.96,-,2023110110
4MLD Cubbon Park TTP,2023-11-01 10:00:00,7.15,28.50,0.49,4.72,17.29,1.22,0.9,5.01,1.96,-,2023110110
KADABEESANAHALLI 50 MLD,2023-11-01 10:00:00,-,-,0.82,3.71,46.24,8.23,9.99,6.00,3.29,-,2023110110
STP Sarakki 5 MLD,2023-11-01 09:45:00,7.95,27.50,3.36,6.72,19.04,5.24,5.98,3.81,-,-,2023110110
Mailasandra STP 75 MLD,2023-11-01 10:00:00,7.67,23.50,7.25,13.05,45.30,8.01,19.0,13.56,2.81,-,2023110110
60 MLD V.Valley TTP,2023-10-26 00:00:00,6.73,26.10,2.17,5.21,20.29,1.41,3.27,5.00,8.04,-,2023110110
KR Puram STP 20 MLD,2023-10-31 15:30:00,6.99,26.00,1.95,3.90,95.17,6.67,29.31,13.32,1.98,-,2023110110
1.5 MLD Lalbagh TTP,2023-11-01 10:00:00,7.43,24.80,0.58,3.15,18.41,1.58,1.42,-1.71,-1.05,-,2023110110
35MLD Agaram STP,2023-11-01 10:00:00,7.08,26.20,1.33,5.45,29.03,4.96,7.32,6.37,-,-,2023110110
Chikka_Bagur_5_MLD_STP,2023-10-27 13:27:00,7.65,27.80,-,-,41.80,5.9,6.8,11.80,-,-,2023110110
Yelahanka 10MLD TTP,2023-11-01 10:00:00,7.16,25.20,1.66,10.11,44.40,10.7,6.9,8.88,3.14,0.21,2023110110
40MLD OLD Rajacanal STP,2023-11-01 10:00:00,7.73,25.00,1.50,4.95,25.50,6.5,7.4,6.38,5.25,0.75,2023110110
Hennur 1MLD TTP,2023-11-01 10:00:00,7.33,27.70,1.28,1.92,20.00,2.1,4.9,5.00,4.11,0.26,2023110110
4_MLD_Madiwala_STP,2023-10-30 09:45:00,7.72,24.70,0.51,1.48,34.70,2.21,3.85,8.68,-,-,2023110110
150MLD STP_K&C valley,2023-11-01 09:55:00,7.78,-,2.13,5.27,-,176.19,30.88,-,-,0.69,2023110110
2MLD Ulsoor STP,2023-11-01 10:45:00,7.12,27.20,0.57,1.42,123.27,9.73,18.33,5.70,16.22,-,2023110111
CHIKKABANAVARA 5 MLD,2023-11-01 10:45:00,7.64,24.40,0.41,3.50,30.34,4.69,5.06,11.40,3.28,-,2023110111
KADUGODI 6 MLD STP,2023-11-01 10:45:00,7.68,27.50,0.70,4.14,48.79,10.76,32.96,35.04,3.50,-,2023110111
HORAMAVU 20 MLD,2023-10-27 08:00:00,7.45,28.00,0.72,4.50,55.24,4.46,22.45,0.00,2.88,-,2023110111
K AND C VALLEY 60 MLD,2023-11-01 10:45:00,6.73,27.80,0.60,3.90,26.17,8.28,6.51,8.37,4.98,-,2023110111
NAGASANDRA 20 MLD,2023-11-01 10:45:00,7.81,26.60,1.01,4.04,62.49,16.42,9.47,10.32,3.98,-,2023110111
RAJACANAL 40 MLD,2023-11-01 10:45:00,7.61,27.40,0.94,3.90,30.91,3.65,8.23,8.07,4.51,-,2023110111
YELLAMALAPACHETTY 15 MLD,2023-11-01 10:45:00,7.55,27.96,0.56,2.24,87.26,1.52,8.22,5.49,5.62,-,2023110111
BELLANDUR 90 MLD,2023-11-01 10:45:00,7.81,27.40,0.55,1.60,27.01,4.72,6.79,5.40,3.08,-,2023110111
DODDABELE 20 MLD,2023-11-01 10:45:00,7.23,27.30,0.69,3.50,37.44,6.27,6.45,10.38,4.34,-,2023110111
NAGASANDRA OLD 20 MLD,2023-11-01 10:45:00,7.40,24.70,2.45,3.68,550.23,2.51,436.18,0.00,2.21,-,2023110111
4MLD Cubbon Park TTP,2023-11-01 11:00:00,7.16,28.50,0.49,4.72,17.29,1.22,0.9,5.02,1.96,-,2023110111
KADABEESANAHALLI 50 MLD,2023-11-01 11:00:00,-,-,0.82,3.71,46.25,8.24,10.03,6.12,3.30,-,2023110111
STP Sarakki 5 MLD,2023-11-01 10:45:00,7.95,27.50,3.31,6.62,19.05,5.25,6.03,3.81,-,-,2023110111
Mailasandra STP 75 MLD,2023-11-01 11:00:00,7.65,23.90,7.25,13.05,45.30,7.98,18.98,13.53,2.29,-,2023110111
60 MLD V.Valley TTP,2023-10-26 00:00:00,6.73,26.10,2.17,5.21,20.29,1.41,3.27,5.00,8.04,-,2023110111
KR Puram STP 20 MLD,2023-10-31 15:30:00,6.99,26.00,1.95,3.90,95.17,6.67,29.31,13.32,1.98,-,2023110111
1.5 MLD Lalbagh TTP,2023-11-01 11:00:00,7.41,27.70,0.56,2.75,18.40,1.58,1.41,-1.75,0.00,-,2023110111
35MLD Agaram STP,2023-11-01 11:00:00,7.17,26.20,1.71,7.01,29.40,5.02,9.41,6.45,-,-,2023110111
Chikka_Bagur_5_MLD_STP,2023-10-27 13:27:00,7.65,27.80,-,-,41.80,5.9,6.8,11.80,-,-,2023110111
Yelahanka 10MLD TTP,2023-11-01 11:00:00,7.17,25.10,1.82,10.56,44.40,10.8,7.0,8.88,3.14,0.21,2023110111
40MLD OLD Rajacanal STP,2023-11-01 11:00:00,7.59,25.10,1.42,4.69,25.60,6.5,7.4,6.40,4.97,0.71,2023110111
Hennur 1MLD TTP,2023-11-01 11:00:00,7.35,27.70,1.34,2.01,20.00,2.1,4.9,5.00,4.09,0.27,2023110111
4_MLD_Madiwala_STP,2023-10-30 09:45:00,7.72,24.70,0.51,1.48,34.70,2.21,3.85,8.68,-,-,2023110111
150MLD STP_K&C valley,2023-11-01 10:55:00,7.75,-,2.14,5.26,-,168.19,30.75,-,-,0.68,2023110111
2MLD Ulsoor STP,2023-11-01 11:30:00,7.13,27.20,0.57,1.42,123.88,9.78,18.42,5.70,16.30,-,2023110112
CHIKKABANAVARA 5 MLD,2023-11-01 11:30:00,7.61,24.60,0.43,3.40,31.52,4.88,5.31,11.43,3.44,-,2023110112
KADUGODI 6 MLD STP,2023-11-01 11:45:00,7.64,27.70,0.70,4.13,48.44,10.79,31.83,36.41,3.50,-,2023110112
HORAMAVU 20 MLD,2023-10-27 08:00:00,7.45,28.00,0.72,4.50,55.24,4.46,22.45,0.00,2.88,-,2023110112
K AND C VALLEY 60 MLD,2023-11-01 11:45:00,6.72,28.00,0.61,3.90,26.41,8.23,6.71,8.09,5.06,-,2023110112
NAGASANDRA 20 MLD,2023-11-01 11:45:00,7.74,27.00,1.01,4.04,54.29,14.6,8.71,9.40,4.03,-,2023110112
RAJACANAL 40 MLD,2023-11-01 11:45:00,7.61,27.50,0.95,3.90,30.90,3.66,8.14,8.08,4.56,-,2023110112
YELLAMALAPACHETTY 15 MLD,2023-11-01 11:45:00,7.57,28.02,0.56,2.24,89.10,1.48,8.34,5.51,3.15,-,2023110112
BELLANDUR 90 MLD,2023-11-01 12:00:00,7.80,27.70,0.57,1.60,27.02,4.7,6.83,5.40,3.19,-,2023110112
DODDABELE 20 MLD,2023-11-01 11:45:00,7.20,27.50,0.69,3.40,37.20,6.31,5.76,10.41,4.32,-,2023110112
NAGASANDRA OLD 20 MLD,2023-11-01 11:45:00,7.40,24.90,2.44,3.66,638.57,8.19,480.95,0.00,1.98,-,2023110112
4MLD Cubbon Park TTP,2023-11-01 12:00:00,7.16,28.50,0.49,4.72,17.29,1.22,0.9,5.01,1.96,-,2023110112
KADABEESANAHALLI 50 MLD,2023-11-01 12:00:00,-,-,0.83,3.72,45.97,8.26,9.86,6.53,3.31,-,2023110112
STP Sarakki 5 MLD,2023-11-01 11:45:00,7.88,27.70,3.29,6.58,19.06,5.27,6.06,3.81,-,-,2023110112
Mailasandra STP 75 MLD,2023-11-01 12:00:00,7.58,23.80,7.25,13.05,45.32,8.01,18.97,13.44,0.67,-,2023110112
60 MLD V.Valley TTP,2023-10-26 00:00:00,6.73,26.10,2.17,5.21,20.29,1.41,3.27,5.00,8.04,-,2023110112
KR Puram STP 20 MLD,2023-10-31 15:30:00,6.99,26.00,1.95,3.90,95.17,6.67,29.31,13.32,1.98,-,2023110112
1.5 MLD Lalbagh TTP,2023-11-01 12:00:00,7.39,30.40,0.56,2.80,18.39,1.57,1.4,0.00,0.00,-,2023110112
35MLD Agaram STP,2023-11-01 12:00:00,7.10,26.40,1.54,6.31,29.11,4.97,8.47,6.39,-,-,2023110112
Chikka_Bagur_5_MLD_STP,2023-10-27 13:27:00,7.65,27.80,-,-,41.80,5.9,6.8,11.80,-,-,2023110112
Yelahanka 10MLD TTP,2023-11-01 12:00:00,7.17,25.10,1.77,10.80,44.50,10.9,7.0,8.90,3.14,0.21,2023110112
40MLD OLD Rajacanal STP,2023-11-01 12:00:00,7.60,25.10,1.46,4.82,25.60,6.5,7.4,6.40,5.11,0.73,2023110112
Hennur 1MLD TTP,2023-11-01 12:00:00,7.37,27.70,1.45,2.18,20.00,2.1,4.9,5.00,4.02,0.29,2023110112
4_MLD_Madiwala_STP,2023-10-30 09:45:00,7.72,24.70,0.51,1.48,34.70,2.21,3.85,8.68,-,-,2023110112
150MLD STP_K&C valley,2023-11-01 11:55:00,7.80,-,2.13,5.26,-,167.19,30.88,-,-,0.68,2023110112
2MLD Ulsoor STP,2023-11-01 12:15:00,7.13,27.20,0.57,1.42,123.65,9.76,18.39,5.70,16.27,-,2023110113
CHIKKABANAVARA 5 MLD,2023-11-01 12:45:00,7.65,24.80,0.44,3.50,31.36,4.85,5.29,11.65,3.52,-,2023110113
KADUGODI 6 MLD STP,2023-11-01 12:45:00,7.61,27.60,0.70,4.30,48.84,10.73,34.01,34.63,3.50,-,2023110113
HORAMAVU 20 MLD,2023-10-27 08:00:00,7.45,28.00,0.72,4.50,55.24,4.46,22.45,0.00,2.88,-,2023110113
K AND C VALLEY 60 MLD,2023-11-01 12:45:00,6.72,28.30,0.61,3.90,26.49,8.25,6.93,7.95,5.06,-,2023110113
NAGASANDRA 20 MLD,2023-11-01 12:45:00,7.71,27.00,1.01,4.04,54.78,14.29,9.15,9.03,4.05,-,2023110113
RAJACANAL 40 MLD,2023-11-01 12:45:00,7.60,27.70,0.95,3.90,30.81,3.67,8.05,8.09,4.56,-,2023110113
YELLAMALAPACHETTY 15 MLD,2023-11-01 12:45:00,7.60,28.14,0.56,2.25,80.42,1.53,8.09,5.43,6.91,-,2023110113
BELLANDUR 90 MLD,2023-11-01 12:45:00,7.80,27.90,0.58,1.60,27.02,4.72,6.81,5.40,3.25,-,2023110113
DODDABELE 20 MLD,2023-11-01 12:45:00,7.20,27.70,0.69,3.40,37.40,6.3,6.09,10.39,4.32,-,2023110113
NAGASANDRA OLD 20 MLD,2023-11-01 12:45:00,7.37,25.10,2.45,3.68,750.91,11.97,551.46,0.00,2.23,-,2023110113
4MLD Cubbon Park TTP,2023-11-01 12:45:00,7.17,28.60,0.49,4.72,17.29,1.22,0.9,5.01,1.96,-,2023110113
KADABEESANAHALLI 50 MLD,2023-11-01 12:45:00,-,-,0.83,3.72,45.96,8.26,9.86,6.54,3.30,-,2023110113
STP Sarakki 5 MLD,2023-11-01 12:45:00,7.84,27.70,3.16,6.32,19.07,5.28,6.08,3.81,-,-,2023110113
Mailasandra STP 75 MLD,2023-11-01 12:45:00,7.69,24.70,7.42,13.35,46.36,8.92,18.89,10.80,2.41,-,2023110113
60 MLD V.Valley TTP,2023-10-26 00:00:00,6.73,26.10,2.17,5.21,20.29,1.41,3.27,5.00,8.04,-,2023110113
KR Puram STP 20 MLD,2023-10-31 15:30:00,6.99,26.00,1.95,3.90,95.17,6.67,29.31,13.32,1.98,-,2023110113
1.5 MLD Lalbagh TTP,2023-11-01 12:45:00,7.37,32.50,0.56,2.75,18.38,1.57,1.39,-1.34,-0.90,-,2023110113
35MLD Agaram STP,2023-11-01 12:45:00,7.13,26.50,1.80,7.38,29.23,4.99,9.9,6.42,-,-,2023110113
Chikka_Bagur_5_MLD_STP,2023-10-27 13:27:00,7.65,27.80,-,-,41.80,5.9,6.8,11.80,-,-,2023110113
Yelahanka 10MLD TTP,2023-11-01 13:00:00,7.16,25.20,1.66,10.23,44.40,10.9,7.0,8.91,3.13,0.21,2023110113
40MLD OLD Rajacanal STP,2023-11-01 13:00:00,7.60,25.10,1.49,4.92,25.60,6.5,7.4,6.40,5.22,0.75,2023110113
Hennur 1MLD TTP,2023-11-01 13:00:00,7.40,27.60,1.48,2.22,20.00,2.1,4.9,5.00,4.03,0.30,2023110113
4_MLD_Madiwala_STP,2023-10-30 09:45:00,7.72,24.70,0.51,1.48,34.70,2.21,3.85,8.68,-,-,2023110113
150MLD STP_K&C valley,2023-11-01 12:55:00,7.75,-,2.13,5.26,-,155.19,30.88,-,-,0.67,2023110113
2MLD Ulsoor STP,2023-11-01 13:45:00,6.93,27.50,0.57,1.42,83.75,6.61,12.45,5.54,11.02,-,2023110114
CHIKKABANAVARA 5 MLD,2023-11-01 13:45:00,7.67,25.10,0.45,3.40,30.98,4.79,5.21,11.33,3.60,-,2023110114
KADUGODI 6 MLD STP,2023-11-01 13:45:00,7.70,27.60,0.70,4.16,49.22,10.76,34.79,35.75,3.50,-,2023110114
HORAMAVU 20 MLD,2023-10-27 08:00:00,7.45,28.00,0.72,4.50,55.24,4.46,22.45,0.00,2.88,-,2023110114
K AND C VALLEY 60 MLD,2023-11-01 13:45:00,6.72,28.50,0.62,3.90,26.54,8.28,7.09,8.20,5.15,-,2023110114
NAGASANDRA 20 MLD,2023-11-01 13:45:00,7.77,27.20,1.03,4.12,58.02,16.46,8.97,10.73,4.03,-,2023110114
RAJACANAL 40 MLD,2023-11-01 13:45:00,7.59,27.80,0.95,3.90,30.59,3.64,7.67,8.01,4.56,-,2023110114
YELLAMALAPACHETTY 15 MLD,2023-11-01 13:45:00,7.61,28.20,0.56,2.26,60.14,1.53,7.64,5.46,7.03,-,2023110114
BELLANDUR 90 MLD,2023-11-01 14:00:00,7.80,27.90,0.57,1.60,27.02,4.7,6.83,5.40,3.19,-,2023110114
DODDABELE 20 MLD,2023-11-01 13:45:00,7.14,27.80,0.69,3.40,37.33,6.31,6.01,10.42,4.28,-,2023110114
NAGASANDRA OLD 20 MLD,2023-11-01 13:45:00,7.43,24.80,2.63,3.95,861.37,20.38,625.93,0.00,4.04,-,2023110114
4MLD Cubbon Park TTP,2023-11-01 14:00:00,7.18,28.60,0.48,4.72,17.30,1.22,0.91,5.02,1.92,-,2023110114
KADABEESANAHALLI 50 MLD,2023-11-01 14:00:00,-,-,0.83,3.72,45.98,8.26,9.85,6.25,3.31,-,2023110114
STP Sarakki 5 MLD,2023-11-01 13:30:00,7.89,27.70,3.22,6.44,19.07,5.29,6.1,3.81,-,-,2023110114
Mailasandra STP 75 MLD,2023-11-01 14:00:00,7.72,25.80,7.25,13.05,45.31,7.98,18.96,13.45,2.42,-,2023110114
60 MLD V.Valley TTP,2023-10-26 00:00:00,6.73,26.10,2.17,5.21,20.29,1.41,3.27,5.00,8.04,-,2023110114
KR Puram STP 20 MLD,2023-10-31 15:30:00,6.99,26.00,1.95,3.90,95.17,6.67,29.31,13.32,1.98,-,2023110114
1.5 MLD Lalbagh TTP,2023-11-01 12:45:00,7.37,32.50,0.56,2.75,18.38,1.57,1.39,-1.34,-0.90,-,2023110114
35MLD Agaram STP,2023-11-01 14:00:00,7.08,26.50,3.35,13.73,29.03,4.96,18.42,6.37,-,-,2023110114
Chikka_Bagur_5_MLD_STP,2023-10-27 13:27:00,7.65,27.80,-,-,41.80,5.9,6.8,11.80,-,-,2023110114
Yelahanka 10MLD TTP,2023-11-01 14:00:00,7.16,25.30,1.57,9.48,44.60,10.8,7.0,8.92,3.12,0.21,2023110114
40MLD OLD Rajacanal STP,2023-11-01 14:00:00,7.66,25.10,1.58,5.21,25.60,6.5,7.4,6.40,5.53,0.79,2023110114
Hennur 1MLD TTP,2023-11-01 14:00:00,7.39,27.70,1.59,2.38,20.00,2.1,4.9,5.00,4.07,0.32,2023110114
4_MLD_Madiwala_STP,2023-10-30 09:45:00,7.72,24.70,0.51,1.48,34.70,2.21,3.85,8.68,-,-,2023110114
150MLD STP_K&C valley,2023-11-01 13:55:00,7.77,-,2.14,5.25,-,152.19,30.88,-,-,0.67,2023110114
2MLD Ulsoor STP,2023-11-01 14:30:00,6.88,27.50,0.58,1.45,64.60,5.10,9.6,5.50,8.50,-,2023110115
CHIKKABANAVARA 5 MLD,2023-11-01 14:45:00,7.65,24.90,0.45,3.40,30.69,4.75,5.15,11.58,3.60,-,2023110115
KADUGODI 6 MLD STP,2023-11-01 14:45:00,7.66,27.70,0.70,4.16,49.55,10.76,36.31,34.92,3.50,-,2023110115
HORAMAVU 20 MLD,2023-10-27 08:00:00,7.45,28.00,0.72,4.50,55.24,4.46,22.45,0.00,2.88,-,2023110115
K AND C VALLEY 60 MLD,2023-11-01 14:45:00,6.72,28.40,0.62,3.90,26.71,8.25,7.35,7.96,5.15,-,2023110115
NAGASANDRA 20 MLD,2023-11-01 14:30:00,7.75,27.30,1.02,4.08,60.96,16.49,9.29,10.29,4.08,-,2023110115
RAJACANAL 40 MLD,2023-11-01 14:45:00,7.61,27.70,0.95,3.90,30.58,3.67,7.62,8.11,4.56,-,2023110115
YELLAMALAPACHETTY 15 MLD,2023-11-01 14:30:00,7.59,28.12,0.56,2.25,70.50,1.56,7.95,5.47,7.09,-,2023110115
BELLANDUR 90 MLD,2023-11-01 14:45:00,7.79,27.80,0.57,1.60,27.01,4.71,6.8,5.40,3.19,-,2023110115
DODDABELE 20 MLD,2023-11-01 14:45:00,7.20,28.10,0.70,3.40,37.01,6.32,5.48,10.43,4.32,-,2023110115
NAGASANDRA OLD 20 MLD,2023-11-01 14:45:00,7.37,24.90,2.45,3.68,-,-,675.7,6.17,3.96,-,2023110115
4MLD Cubbon Park TTP,2023-11-01 15:00:00,7.18,28.60,0.48,4.72,17.29,1.22,0.9,5.01,1.92,-,2023110115
KADABEESANAHALLI 50 MLD,2023-11-01 15:00:00,-,-,0.82,3.71,45.97,8.25,9.87,6.20,3.30,-,2023110115
STP Sarakki 5 MLD,2023-11-01 14:45:00,7.84,27.80,3.16,6.32,19.06,5.28,6.08,3.81,-,-,2023110115
Mailasandra STP 75 MLD,2023-11-01 15:00:00,7.69,25.30,7.25,13.06,45.34,8.01,18.95,13.40,2.66,-,2023110115
60 MLD V.Valley TTP,2023-10-26 00:00:00,6.73,26.10,2.17,5.21,20.29,1.41,3.27,5.00,8.04,-,2023110115
KR Puram STP 20 MLD,2023-10-31 15:30:00,6.99,26.00,1.95,3.90,95.17,6.67,29.31,13.32,1.98,-,2023110115
1.5 MLD Lalbagh TTP,2023-11-01 12:45:00,7.37,32.50,0.56,2.75,18.38,1.57,1.39,-1.34,-0.90,-,2023110115
35MLD Agaram STP,2023-11-01 15:00:00,7.05,26.60,2.73,11.19,28.91,4.93,15.02,6.35,-,-,2023110115
